hc3_row_id,source,question,human_answers,chatgpt_answers
23359,medicine,"What causes soreness and numbness on the temple?Head feels a little swollen and squishy on left temple, it s sore and numbish, and I don t have great reflex and I am like I m a little dumb-ish. My head feels weird on that side behind ear and eye too. I feel sleepy, a little sluggish and not right. A few weeks ago husband came home drunk and punched me in my head on that side several times? Help","[""Hi, I had gone through your question and understand your concerns. You need medical and brain imaging evaluation in order to check for/ rule out any traumatic brain injury.Most probably cause of your symptoms could be Subdural hematoma, a condition when blood after a brain trauma growths slowly between brain and its covering.This condition needs prompt medical attention, so I suggest you to consult your primary care Doctor and discuss your concerns.Hope this answers your question. If you have additional questions or follow up questions then please do not hesitate in writing to us. I will be happy to answer your questions.""]","[""I'm sorry to hear about the abuse you've experienced. It's important to seek medical attention as soon as possible if you've been hit in the head, as head injuries can be serious and potentially life-threatening. It's also important to reach out for help and support to ensure your safety.\n\nThe symptoms you're experiencing, such as soreness, numbness, and sluggishness, could potentially be related to the head injury you sustained. It's important to see a doctor to determine the cause of these symptoms and to receive proper treatment.\n\nIn the meantime, try to rest and avoid activities that could potentially worsen your symptoms. It's also important to stay hydrated and eat a well-balanced diet to help with your recovery.\n\nAgain, I strongly recommend seeking medical attention and reaching out for help and support if you're in a situation where you're being physically abused. There are resources available to assist you in finding safety and getting the support you need.""]"
23366,medicine,"How to cure itchy bumps all over body filled with pus after getting tattooed?Hi My Name Is Jason & I Have A Problem. I resently got a tattoo & i started to get little red itchy bumps all over my body filled with puss, after i used the ointment, i used vasaline, vitamin A&D ointment, and neosporin. the itching is to much. How do i get rid of them.","[""HIThank for asking to HCMI really appreciate your concern for your skin condition this could be skin infection and you have used the wrong drug for this and this must have been flair up with that, if I would be your doctor then I would treat you with the following drugs,1) Tab Cefdinir 300 mg twice in day for five days 2) Povidone ointment, to be applied locally hope this information helps you, take care and have nice day.""]","[""Itchy bumps filled with pus on the skin after getting a tattoo can be a sign of an allergic reaction or an infection. It's important to take proper care of your tattoo to prevent complications.\n\nTo alleviate the symptoms and help your tattoo heal properly, you should follow these steps:\n\nKeep the tattoo clean and dry. Gently wash the tattoo with soap and water, then pat it dry with a clean towel. Avoid soaking the tattoo in water, such as in the bath or shower, for the first week after getting it.\n\nApply a thin layer of fragrance-free, hypoallergenic moisturizer to the tattoo. This will help keep the skin hydrated and reduce itching.\n\nAvoid scratching the tattoo. Scratching can cause the tattoo to become infected or cause the ink to fade.\n\nIf the itching is severe, you can take an over-the-counter antihistamine to help relieve the symptoms.\n\nIf the itchy bumps are accompanied by fever, increased redness, swelling, or discharge, or if the symptoms persist or worsen despite your efforts to manage them, you should contact your healthcare provider for further evaluation and treatment. It's important to address any potential infection promptly to prevent further complications.\n\nIn summary, to help alleviate the symptoms of itchy bumps filled with pus after getting a tattoo, you should keep the tattoo clean and dry, apply a hypoallergenic moisturizer, avoid scratching the tattoo, and consider taking an over-the-counter antihistamine. If the symptoms persist or worsen, you should seek medical attention.""]"
23370,medicine,"Does GABA supplement really help for anxiety and nervousness disorders ?Hi, does GABA supplement really help for anxiety and nervousness disorders ? if yes, then after how long of consuming the supplement ? thanks !","[""Thanks for the queryYea GABA does really help in people with anxiety disorders. It is a vague question as to how long it has to be taken. It depends on how the patient is responding. Sometimes it can be tapered and stopped in other case it is stopped and switched over to other drugs. Hard to tellHave a healthy life""]","[""There is limited scientific evidence to support the use of GABA supplements as a treatment for anxiety or nervousness disorders. GABA (gamma-aminobutyric acid) is a neurotransmitter that plays a role in regulating brain activity and is involved in feelings of relaxation and calmness. However, it is not clear whether GABA supplements can effectively increase GABA levels in the brain or whether this would be beneficial for reducing anxiety symptoms.\n\nSome studies have suggested that GABA supplements may have a calming effect and may be helpful for reducing anxiety and promoting relaxation. However, these studies have been small and have had mixed results, so more research is needed to fully understand the effectiveness and safety of GABA supplements for anxiety.\n\nIf you are considering using GABA supplements as a treatment for anxiety or nervousness, it is important to speak with a healthcare provider. They can help you determine whether GABA supplements are appropriate for you and can provide guidance on the proper dosage and duration of use. It is also important to note that GABA supplements should not be used as a substitute for evidence-based treatments for anxiety, such as therapy or medication.""]"
23371,medicine,"How to treat dermatitis with itchy red facial rashes?a dermatologist said i have dermatitis because i hve red rashes on my face that are itchy but when i perspire they give me a burning sensation. i was prescribed antihistamine once a day and betamethasone. lately i have observe tht when i apply the cream, my face becomes itchy. what will i do?","[""YOU MOST PROBABLY HAVE GOT ALLERGIC SKIN RASH SO  AVOID ALL FACTORS WHICH CAUSES YOU  RASH OR IT MAY BE A  SUN BURNS PLEASE CONSULT DERMATOLOGIST ONCE AGAIN AND GIVE DETAILED HISTORY""]","[""It sounds like you are experiencing symptoms of dermatitis, which is a type of skin inflammation that can cause redness, itching, and burning. There are several treatment options that may help alleviate the symptoms of dermatitis, including the following:\n\nAvoid triggers: Try to identify and avoid any triggers that may be causing or worsening your dermatitis, such as certain products, fragrances, or environmental factors.\n\nMoisturize: Keep your skin moisturized to help reduce itching and inflammation. Choose a hypoallergenic moisturizer and apply it several times a day, especially after bathing or showering.\n\nUse over-the-counter creams: Some over-the-counter creams and ointments, such as hydrocortisone, can help reduce inflammation and itching.\n\nTake antihistamines: Antihistamines, such as the one you were prescribed, can help reduce inflammation and itching by blocking the effects of histamine, a substance produced by the body that can cause allergic reactions.\n\nUse prescription creams: If over-the-counter treatments are not effective, your dermatologist may prescribe stronger creams or ointments that contain corticosteroids to help reduce inflammation.\n\nIf you are experiencing symptoms of dermatitis and the prescribed treatment is not helping, it is important to consult with a dermatologist for further evaluation and guidance. They can help determine the cause of your symptoms and recommend a treatment plan that is specific to your needs.""]"
23380,medicine,Is it dangerous to have sickle beta thalassimia disease repeatedly?I have sickle beta thalassimia diease and I have had a sickle crisis before and I have been having them for almost 2 years repeated ly is this dangerous. And do I need to go the hospital. Every time I have a crisis I seem to stay sick and catch things easily,"[""Hi,Thanks for asking.Based on your clinical history and query, my opinion is as follows:1. Yes, repeated sickling/ sickle crisis permanently deforms the RBCs, which cannot regain its original discoid shape after cessation of crisis.2. Deformed RBCs cannot pass through the splenic microcirculation which can lead to dreaded consequences like hypoxia and autosplenectomy. 3. Hemolysis is also known to occur with this situation worsening the anemia.4. Yes, you need to get a consultation and appropriate treatment.Hope it helps.Any further queries, happy to help again.""]","[""Sickle cell disease, including sickle beta thalassemia, is a chronic condition that can lead to serious health complications. Having repeated sickle cell crises can be dangerous and can lead to further complications such as organ damage, infections, and an increased risk of stroke. It is important to seek medical attention whenever you are experiencing a sickle cell crisis. It is also important to follow the treatment plan recommended by your healthcare provider, which may include regular blood transfusions, antibiotics to prevent infections, and other medications to help manage your symptoms. It is also important to take steps to prevent sickle cell crises, such as getting enough rest, staying well hydrated, avoiding extreme temperatures, and avoiding activities that could cause injury or overexertion.""]"
23394,medicine,"What causes stomach pain and dizziness?My father is very ill for about 4 weeks. He said it feels as if his stomach is going to explode every time he sits down, he is also very shaky and weak he refuses to see a doctor in the case that it is nothing, and waists a bunch of cash. He also said there is no head pain only slight dizziness can you please hint to any clues that may help?","[""Hi.Thanks for your query and concern about your Father who is not willing to go to a Doctor.Read your question and understood the problem.With the history you have provided, your Father is suffering from : Very sick - 4 weeks - feeling of stomach exploding on sitting down - shaky and weak - No head pain but slight dizziness. I can think of the following problem he may be suffering from:Any general disease like Typhoid, Intestinal infection, inflammatory process in the abdomen like liver abscess, the amoebic one is without fever as also Tuberculosis with its complications.Due to persistent problem of 4 weeks He must been very weak, shaky and dizzy. The feeling of exploding abdomen can be due to the factors mentioned above. There are many serious disorders that can present without fever and other symptoms as the body is weak enough not to respond in a normal way. I would advise you the Following:You have to convince him and family members that he is admitted in a Hospital as then only he can be well examined and investigated and treated.All the relevant blood tests, urine and stool tests. Standing X-ray of the abdomen, Ultrasonography of the abdomen and CT scan only if required.Intravenous antibiotics and fluids and surgical intervention if need be,. Wishing him an early diagnosis and proper treatment and cure.""]","[""There are many possible causes of stomach pain and dizziness, and it is not possible to accurately diagnose the cause without a thorough evaluation by a healthcare provider. Some possible causes of these symptoms include:\n\nGastrointestinal problems: Stomach pain and dizziness can be caused by gastrointestinal problems such as indigestion, acid reflux, or an ulcer.\n\nInfections: Stomach pain and dizziness can be caused by infections such as food poisoning or a stomach virus.\n\nCardiovascular problems: Dizziness and stomach pain can be caused by problems with the heart or blood vessels, such as angina or a heart attack.\n\nDehydration: Dehydration can cause dizziness and stomach pain.\n\nPsychological conditions: Stress or anxiety can cause stomach pain and dizziness.\n\nIt is important for your father to see a healthcare provider for a proper diagnosis and treatment. It is not a good idea to try to self-diagnose or self-treat these symptoms, as they can be caused by a number of serious medical conditions.""]"
23401,medicine,"What remedy is suggested for stomach pain above belly button due to gastritis?Hello,  I woke up this morning with some slight pain in my stomach just under the belly button.  I think it might be gas pain, but I'm not sure what to do.  This pain seems to come and go.  If this is gas, what can I take to relieve the bloating and pain?","[""Hello dear,The symptoms as mentioned in your post is attributed to accumulation of gas secondary to increased acid production in the stomach.Symptomatic relief can be obtained with intake of Pantoprazole preparation (to be taken twice a day before meals) & antacid gel (to be taken after meals).They prevent formation of excess acid in the stomach & provide symptomatic relief.And it is also needed that you take certain precautions regarding your diet & lifestyle, such as:1. Take soft, plain, non-spicy foods2. Drink lots of water to maintain adequate hydration3. Avoid fast foods & gas producing food products like cabbage, etc.4. Avoid smoking & alcohol.5. Keep away stress, think positive.If symptoms still persist, kindly consult a Gastroenterologist for proper clinical examination.An Ultrasound scan of Abdomen & Pelvis will be helpful.There is no need to worry, you will be fine.Wishing a good health.Take care.""]","[""Gastritis is inflammation of the lining of the stomach. It can cause stomach pain, nausea, bloating, and a feeling of fullness. If you think you might have gastritis, it's important to see a doctor for a proper diagnosis and treatment.\n\nIn the meantime, there are some things you can try to help alleviate your symptoms:\n\nAvoid foods that can irritate your stomach, such as spicy or fatty foods.\n\nEat smaller, more frequent meals instead of larger ones.\n\nAvoid smoking and drinking alcohol.\n\nTake an over-the-counter antacid or acid blocker, such as omeprazole (Prilosec) or ranitidine (Zantac), to help reduce stomach acid.\n\nTry taking a warm bath or using a heating pad on your stomach to help relax your muscles and relieve pain.\n\nDrink plenty of fluids, especially water, to help flush out any irritants in your digestive system.\n\nIt's important to remember that these remedies are only temporary measures and that it's important to see a doctor if your symptoms persist or if you have any concerns.""]"
23416,medicine,"What causes headache,neck pain and back pain?After having gum recession surgery over a week ago, I now have off and on headaches and some back of the neck pain, lower back pain, and thigh pain. Family dr. diagnosed me with sinus infection on Monday and gave a script for Augmentin. After being on that for 3 days, I don t feel that much relief. No energy, tired, chills. Wondering if we are missing something?","[""Hello dear,Please accept my concerns for you.You are having non-localizing ,non-specific pains.Pain in three non-contiguuous body parts  which are head,neck and low back does not point to any specific disease .If I would be your physician,I would have advised you to visit a neurologist and get yourself examined.Taking augmentin for sinus infection,obviously would not have improved it as it was not the cause of it.""]","[""There are many possible causes of headache, neck pain, and back pain. Sinus infections can sometimes cause these symptoms, but there are many other possibilities as well. Some other common causes of these symptoms include muscle strain or tension, poor posture, stress, overuse injuries, arthritis, and spinal problems such as herniated discs or spinal stenosis.\n\nIt's also possible that the gum recession surgery you had could be contributing to your symptoms. It's important to speak with your doctor about your specific situation and any concerns you have. They can help determine the cause of your symptoms and recommend the appropriate treatment.\n\nIn the meantime, you may find relief by taking over-the-counter pain medications, applying heat or ice to the affected areas, practicing good posture, and getting plenty of rest. If your symptoms persist or are severe, it's important to see a healthcare professional for further evaluation and treatment.""]"
23417,medicine,"Suggest treatment for low libidoI am 30 years old boy , sir taking phycology tablets , sir my marriage is in jan 2015 and doctor suggested to take manforce tablet 50 mg because my pinnis and sex power is very week . so sir what is your advice for , if I take manforce tablet 50 mg one a day what will be result as well as after my married can i have to take manforce tablet 50 mg or not . so plz give the best advice","[""HelloThanks for query.You have problem of low libido and erectile dysfunction .This could be side effect of anti psychotic drugs that you are taking ..Manforce is Sildenafil that helps to achieve good hard erection .You can take it after consulting your treating Psychiatrist .Dr.Patil.""]","[""It's important to address any underlying physical or mental health issues that may be contributing to low libido. It's also important to consider the potential side effects and risks of taking medications, such as Manforce, to treat low libido.\n\nIt's generally not recommended to take medication like Manforce on a long-term basis without consulting with a healthcare provider. Manforce and other medications for treating low libido, such as sildenafil (Viagra), can have side effects and may not be appropriate or safe for everyone.\n\nIf you're experiencing low libido and want to consider treatment options, it's important to consult with a healthcare provider. Your provider can help you assess the potential causes of your low libido and recommend appropriate treatment options, which may include medications, lifestyle changes, or therapy.\n\nIt's also important to keep in mind that low libido can be caused by a variety of factors, including physical health conditions, medications, psychological issues, relationship issues, and more. By working with a healthcare provider, you can identify the root cause of your low libido and develop a treatment plan that is tailored to your needs.""]"
23424,medicine,"Abdominal pain, prescribed silbostin and BP tablet. Had pain before and diagnosed fatty lever stage-I and curedSir, i feel my upper aqbdoman pain and go to cunsult with doctor doctor advise me to full abdoman ultrasound and fount fatty lever stage -I and after 6 month medicin i got releaf. and now after feeling realif 4 months feeling pain. again i cunsult with doctor he is giving me silbostin tablet. and my BP is also 96 134 he also giving me BP medicin. kindly guide me.","[""it look to me food proteins reacting with body proteins sometime body protein start reacting with food proteins suddenly to cause these and they can effect other organ alsoget blood serum tests for specific antibodies for milk wheat and other major food you take daily after consultation with allergy doctorwithdraw those proteins you will be benefitted""]","[""I'm sorry to hear that you are experiencing abdominal pain and have been prescribed Silbostin and a blood pressure medication. It's important to follow your doctor's advice and take your medications as directed.\n\nFatty liver disease, also known as hepatic steatosis, is a condition in which excess fat accumulates in the liver. It can be caused by a variety of factors, including obesity, high cholesterol, and high blood sugar levels. If left untreated, it can lead to more serious liver problems such as cirrhosis or liver failure.\n\nSilbostin is a medication that is used to treat certain types of cancer, such as breast cancer and ovarian cancer. It is not typically used to treat fatty liver disease. If you have been prescribed Silbostin, it is important to follow your doctor's instructions and ask any questions you may have about the medication.\n\nIt is also important to manage any underlying conditions that may be contributing to your abdominal pain, such as high blood pressure. Be sure to follow your doctor's recommendations for managing your blood pressure, including taking your blood pressure medication as directed and making lifestyle changes such as eating a healthy diet, getting regular exercise, and avoiding tobacco and excessive alcohol consumption.\n\nIf you continue to experience abdominal pain or have any other concerns, it is important to speak with your doctor. They will be able to provide further guidance and help determine the cause of your symptoms.""]"
23432,medicine,"Suggest remedy for renal liver cystHi, may I answer your health queries right now ?  Please type your query here... I was recently diagnosed with a renal liver cyst and was told to not worry and there is no plan of action for this.  What can this lead to or what really is a renal cyst on the liver?","[""Hi, I hope you are well, the polycystic disease is a very broad condition that can involve the presence of cysts in kidney, liver, spleen, usually benign, and whose management can be expectant, with ultrasonographic surveillance studies.""]","[""A renal liver cyst is a fluid-filled sac that develops in the liver. These cysts are usually benign (not cancerous) and do not cause symptoms. In most cases, they do not require treatment and can be monitored by a healthcare provider.\n\nHowever, in some cases, a renal liver cyst may cause symptoms or complications, such as abdominal pain, nausea, vomiting, or a feeling of fullness in the abdomen. If a cyst is causing symptoms or complications, treatment options may include:\n\nDrainage of the cyst: This involves inserting a needle through the skin and into the cyst to drain the fluid.\n\nSclerotherapy: This involves injecting a substance into the cyst to shrink it.\n\nSurgery: If the cyst is large or causing significant symptoms, it may be necessary to remove it surgically.\n\nIt is important to follow the recommendations of your healthcare provider and to have regular check-ups to monitor the cyst and ensure that it is not causing any problems. If you have any concerns or questions about your renal liver cyst, it is important to discuss them with your healthcare provider.""]"
23438,medicine,"Should i take anti rabies vaccination after a dog bite?good day doctors ,, i've been beaten by a dog last jan 5 2012 and i've been vaccinated 3 times after 5 months i am plying with my new 1.5months old puppy then he beat me and then ive been vaccinated anti rab. booster. then tonight he beat me again should i boost again ...","[""Hello,Welcome to HCM,Rabies is a disease which is also transmitted by bite of the monkey, it is a 100% fatal disease but it is 100% preventable by proper and adequate treatment.As you have been bit by dog previously for which you have taken three dose of antirabies vaccine and once again you have been bitten by the dog for which you taken some treatment.According WHO categorizes who have to be categorized into Re-exposure categorizes. For which you have to take two doses of antirabies vaccine on days 0 and 3.As you have been bitten once again by the dog you have to take two doses of antirabies vaccine on to your shoulder.The aforementioned treatment will protect you against developing the disease rabies.Thank you.""]","[""It is important to seek medical attention as soon as possible after being bitten by a dog, especially if you are not sure if the dog is up to date on its rabies vaccinations. If you have received a series of rabies vaccinations in the past and have completed the series, you should not need to receive any additional booster doses unless you have been exposed to rabies. However, if you have not received a series of rabies vaccinations or if it has been more than five years since you completed the series, you should receive a booster dose as soon as possible after being bitten by a dog.\n\nIt is also important to note that the effectiveness of rabies vaccinations can vary depending on the individual and the specific vaccine used. Some people may not develop an adequate immune response to the vaccine, which means that they may not be fully protected against rabies even if they have received the vaccine. In these cases, it may be necessary to receive additional booster doses or to undergo additional treatment to protect against rabies.\n\nIf you have any concerns about your risk of rabies after being bitten by a dog, it is important to speak with a healthcare provider. They will be able to assess your specific situation and determine the best course of action to take to protect you against rabies.""]"
23446,medicine,"How can knotting of a nerve at the middle finger along with fingers tightness after trigger finger release be managed?I just had trigger finger release on my right hand on #1,2,3,4. The stitches have been removed, healing good, but now I m having on my pointer finger, the first bend has developed a knot towards the middle finger and it hurts to the touch, and my other fingers are tight feeling but I m hoping that feeling will go away in time. thank you for your time. XXXX","[""Hi and welcome to Healthcaremagic. Thank you for your query. I am Dr. Rommstein, I understand your concerns and I will try to help you as much as I can.YOu should try with nonsteroid painkillers such as ibuprofenum or Ketorlac first.Strapping your affected finger or thumb to a plastic splint can ease your symptoms by stopping your finger moving. If your finger is particularly stiff in the morning, it may help to use a splint overnight. Corticosteroids are thought to work by reducing swelling of the tendon, allowing the tendon to move freely again. This can sometimes happen within a few days of having the injection, but it usually takes a few weeks.Sirgery is the last option and may be recommended if the above treatments don't work or are unsuitableI hope I have answered you query. If you have any further questions you can contact us in every time.Kindly regards. Wish you a good health.""]","[""It sounds like you are experiencing some discomfort and stiffness after your trigger finger release surgery. Here are a few things that might help manage your symptoms:\n\nRest and allow your hand to heal: It's important to give your hand time to heal after surgery. Avoid activities that may strain or stress your hand, such as gripping or lifting heavy objects.\n\nUse ice: Applying an ice pack to your hand can help reduce swelling and pain. You can wrap an ice pack in a towel and apply it to your hand for 15-20 minutes at a time, several times a day.\n\nTake over-the-counter pain medication: Non-steroidal anti-inflammatory drugs (NSAIDs) such as ibuprofen or naproxen can help reduce inflammation and pain. Be sure to follow the dosing instructions on the label and talk to your doctor before starting any new medication.\n\nDo hand and finger stretches: Stretching your hand and fingers can help reduce stiffness and improve range of motion. You can do simple stretches such as making a fist and then spreading your fingers open, or gently bending and straightening your fingers.\n\nConsider physical therapy: A physical therapist can teach you specific exercises and stretches to help improve the mobility and strength in your hand and fingers. They may also be able to provide massage or other treatments to help reduce pain and swelling.\n\nIt's important to follow your doctor's instructions and to keep in touch with them if you have any concerns about your recovery. It's also a good idea to let them know about the knot in your finger and any pain or discomfort you are experiencing. They may be able to recommend additional treatment or suggest changes to your recovery plan.""]"
23447,medicine,"Q. Please go through my USG reports and suggest further course of action.Hello doctor,I am a 23 year old female. I am 19 weeks pregnant. The ultrasonography reports suggest the following:1. Bilateral 5 mm choroid plexus cyst.2. A small echogenic intracardiac focus in the left ventricle.","[""Hello. I have gone through your query and understand the concerns. I have reviewed the report (attachment removed to protect patient identity). Hope you found the answer helpful. Regards. For more informaton consult a fetal medicine specialist online --> https://icliniq.com./ask-a-doctor-online/fetal-medicine-specialist""]","[""beyonddcdcdcdc@163.com\nQ. Please go through my USG reports and suggest further course of action.Hello doctor,I am a 23 year old female. I am 19 weeks pregnant. The ultrasonography reports suggest the following:1. Bilateral 5 mm choroid plexus cyst.2. A small echogenic intracardiac focus in the left ventricle.\nI'm sorry, but I am an AI language model and do not have access to your ultrasound reports or medical records. It is important that you discuss any concerns or questions you have about your pregnancy with your healthcare provider. They will be able to review your ultrasound reports and provide you with appropriate guidance and recommendations based on your specific situation. It is important to follow the recommendations of your healthcare provider to ensure the best possible outcomes for you and your baby.""]"
23454,medicine,Suggest treatment for lump behind left earMy daughter is 4 years old and I noticed a lump behind her left ear. I also noticed small lumps in various spots on her scalp. I took her to the doctor yesterday and the doctor precribed an antibotic. Her doctor didn t really act like it was anything serious...Should I be concerned?,"[""Hi, this could be pyoderma or lymphadenitis due to infection. In both conditions, antibiotics for 5 to 6 days is given. Its nothing serious. Take care.""]","[""It's normal to be concerned when you notice lumps or bumps on your child's body, but it's important to remember that many lumps and bumps are benign and not serious. In this case, it's important to follow the treatment plan recommended by your child's doctor. The antibiotic that your child's doctor prescribed may be sufficient to treat any infection that may be causing the lumps.\n\nIf the lumps do not resolve with treatment, or if you notice any new lumps or changes in the appearance of the lumps, it's important to consult with your child's doctor again. They may recommend further evaluation or testing to determine the cause of the lumps and determine the appropriate treatment.\n\nIn the meantime, it's important to encourage your child to follow their treatment plan as directed and to monitor their symptoms. It's also important to practice good hygiene to help prevent the spread of any infection. If you have any further concerns, don't hesitate to discuss them with your child's doctor.""]"
23467,medicine,"I have walking problem, how can I rectify this ?When I am walking I have confident less walk, i am fearing, this problem with me for the past 6 months. I am having stage fear . how can i rectify this. How i face the problem boldly.","[""Get your gait analysis done by an orthopedician, and if anything is wrong, you can take gait training to resolve it.""]","[""It sounds like you are experiencing anxiety or fear related to walking, which can be a common issue for many people. Here are a few tips that may help you to overcome this problem:\n\nPractice deep breathing: This can help you to relax and calm your mind and body. When you are feeling anxious about walking, try taking a few deep breaths to help you feel more relaxed and focused.\n\nTalk to a therapist: A mental health professional can help you to understand and address the root causes of your anxiety and fear related to walking. They can also teach you coping strategies and techniques to help you feel more confident and comfortable when walking.\n\nGradually expose yourself to the activity: If you are feeling anxious about walking, it may help to start by taking small steps and gradually increasing the amount of time and distance you walk. This can help you to build up your confidence and overcome your fear.\n\nSeek support: It can be helpful to talk to a friend or loved one about your concerns and ask for their support. You might also find it helpful to join a support group or online forum where you can connect with others who are facing similar challenges.\n\nPractice relaxation techniques: There are many relaxation techniques that can help you to reduce anxiety and feel more relaxed, such as progressive muscle relaxation, mindfulness meditation, or yoga. Experiment with different techniques and find what works best for you.\n\nRemember that it is normal to feel anxious or fearful at times, and it is important to be kind to yourself and take things at your own pace. With time and practice, you can learn to overcome your fear and feel more confident when walking.""]"
23470,medicine,What could cause skipping of heartbeat?hi just before i fall asleep or trying to falling asleep i feel like my heart is going to stop beating and i cant breath properly! Sometimes i actually fall asleep but wake up terrified cause i think my heart has stopped beating! Can this be anything serious??? Thank you in advance,"[""I read your question carefully and I understand your concern.Judging from that description I would say that a heart issue is very unlikely. One doesn't actually understand if heart has stopped beating, if it did there would be lack of blood flow to the brain which would cause lead to dizziness or fainting. I guess if one wanted to explore the issue to the end an EKG and perhaps a 24 hour Holter EKG (where you carry a device monitoring heart rhythm for 24 hours) may be done.However I believe the symptoms are most likely due to anxiety, which can often manifest this way, so nothing serious.I hope to have been of help.""]","[""It's normal to have occasional skipped heartbeats, also known as heart palpitations. This can be caused by stress, anxiety, or other emotional disturbances, as well as physical factors such as caffeine, tobacco, alcohol, or certain medications. In most cases, heart palpitations are not a sign of a serious health problem and do not require medical treatment.\n\nHowever, if you experience frequent or persistent heart palpitations that are accompanied by other symptoms such as chest pain, shortness of breath, or fainting, it's important to see a doctor. These symptoms could be a sign of an underlying health condition that needs to be addressed.\n\nIt's also a good idea to see a doctor if you have a family history of heart problems, or if you have other risk factors for heart disease such as high blood pressure, high cholesterol, or diabetes. Your doctor can help determine the cause of your heart palpitations and recommend the appropriate treatment.\n\nIn the meantime, there are some steps you can take to help reduce the frequency of your heart palpitations:\n\nTry to identify and avoid triggers such as caffeine, tobacco, and alcohol\nPractice relaxation techniques such as deep breathing or meditation\nExercise regularly to help reduce stress and improve overall heart health\nGet enough sleep to help reduce the risk of heart palpitations\nIt's also a good idea to talk to a mental health professional if you are experiencing anxiety or stress, as these can contribute to heart palpitations.""]"
23471,medicine,"What causes abdominal pain & bleeding after a heavy drink?Hi,worried n need answers, was out for a night of drinking,drank quite heavily, then in moring when woke had bad abdominal pain,when i went to the wash room noticed there was blood when i wiped the pain has continued all day and so has the blood , it wasnt much blood to start but has increased then decreasd..need answers","[""Hi ! Good afternoon. I am Dr Shareef answering your query. From your drinking history it seems that you have got hemorrhoids with bleeding either secondary to a portal hypertension or as such. It might be also from  a fresh GI bleeding like a duodenal/gastric ulcer.My first line of management would be to advise you for complete alcohol withdrawal. Next I would advise you to report to the ER of a nearest hospital where you could be properly investigated after initial management of the GI bleed by a gastro enterologist.I hope this information would help you in discussing with your family physician/treating doctor in further management of your problem. Please do not hesitate to ask in case of any further doubts.Thanks for choosing health care magic to clear doubts on your health problems. I wish you an early recovery. Dr Shareef.""]","[""Heavy drinking can lead to a number of health problems, including abdominal pain and bleeding. It is important to see a doctor as soon as possible to determine the cause of your symptoms and get proper treatment.\n\nThere are several possible causes of abdominal pain and bleeding after heavy drinking. Some possibilities include:\n\nAlcoholic liver disease: Heavy drinking can cause damage to the liver, which can lead to abdominal pain and bleeding.\n\nGastritis: Alcohol can irritate the lining of the stomach, leading to inflammation (gastritis) and bleeding.\n\nAlcoholic pancreatitis: Heavy drinking can cause inflammation of the pancreas, which can lead to abdominal pain and bleeding.\n\nUlcers: Alcohol can contribute to the development of ulcers in the stomach or intestines, which can cause abdominal pain and bleeding.\n\nIt is important to see a doctor as soon as possible to determine the cause of your symptoms and get proper treatment. In the meantime, it is important to stop drinking and to drink plenty of fluids to stay hydrated.""]"
23472,medicine,"What causes pain and numbness in the legs?I have had several injections on my back ,physical therapy chiropractor nothing works don t even help at all what else I m I suppose to do when I m trying to work and my legs are weak can t hardly walk or stand up , it hurts to walk sit legs go numb help pls","[""Hello, It could be due to neuropathic causes. Consult an orthopedician and plan for an MRI scan. Hope I have answered your query. Let me know if I can assist you further. Regards,Dr. Shinas Hussain,General & Family Physician""]","[""There are many possible causes of pain and numbness in the legs. Some possible causes include:\n\nPinched nerves: This can occur when a nerve becomes compressed or squeezed, often due to pressure from surrounding tissues or a structural issue in the spine.\n\nHerniated disc: This occurs when the soft center of a spinal disc protrudes through the outer layer, potentially pressing on nearby nerves.\n\nSpinal stenosis: This is a condition in which the spaces within the spine become narrow, potentially causing pressure on the spinal cord or nerves.\n\nSciatica: This is a type of pain that occurs when the sciatic nerve, which runs from the lower back down the legs, becomes compressed or irritated.\n\nPeripheral neuropathy: This is a condition that occurs when there is damage to the nerves outside of the brain and spinal cord, often causing numbness and tingling in the legs and feet.\n\nIt is important to see a doctor for a proper diagnosis and treatment plan. Your doctor will be able to determine the cause of your symptoms and recommend the appropriate treatment, which may include medications, physical therapy, and/or surgery.""]"
23488,medicine,What causes swelling and bumps under armpit?Hello my son is ten soon to be 11 in sept.... He has bumps under his underarms one of them is red and slightly swollen.... They are popable and look like little pimples w/o any white inside them....what coul this be? Does this occur before armpit hair begins to grow?,"[""Hi,It sees that there might be having enlarged axillary lymphnodes producing bumps in that area.This can be due to having some recurrent minor injuries on hand, fingers.Nothing to worry if there is no pain or size increases.Ok and take care.""]","[""There are a few different things that can cause bumps and swelling under the armpit. Some possible causes include:\n\nHidradenitis suppurativa: This is a condition that causes small, painful bumps to form under the armpit or in other areas where there are a lot of sweat glands, such as the groin or buttocks. These bumps can become infected and may need to be treated with antibiotics.\n\nFolliculitis: This is an infection of the hair follicles that can cause red, swollen bumps to form under the armpit. It is usually caused by bacteria and can be treated with antibiotics or other medications.\n\nIngrown hairs: These are hairs that have curled back into the skin instead of growing outwards. They can cause red, swollen bumps to form under the armpit.\n\nCysts: These are small, fluid-filled bumps that can form under the skin. They can be caused by a variety of things, including blocked sweat glands or hair follicles.\n\nIt's not uncommon for bumps and swelling to occur under the armpit before armpit hair begins to grow. If your son is experiencing these symptoms and they are causing him discomfort or concern, it's a good idea to have a healthcare provider take a look. They can help determine the cause of the bumps and recommend appropriate treatment.""]"
